-0.5	-0.357	-0.333	-0.286	-0.304	-0.333	-0.5	-1	0.2	1	-0.2	-1	1	1	0.718	-1	-1	-1	-1	-1	-1	-1	0.957	0.912	-1	-1	-0.665	-0.567	-0.083	-0.244	
-0.5	-0.357	-0.333	-0.286	-0.304	-1	-0.5	-1	0.2	1	0.2	-0.8	1	1	0.715	-1	-1	-1	-1	-1	-1	-1	0.863	0.912	-1	-1	-0.671	-0.575	-0.063	-0.229	
-0.5	-0.357	-0.333	-0.286	-0.304	-0.333	-0.75	-0.75	0.6	0.6	0.2	-0.8	1	1	0.969	-1	-1	-1	-1	-1	-1	-1	0.957	0.978	-1	-1	-0.646	-0.543	-0.142	-0.305	
-0.5	-0.357	-0.333	-0.286	0.043	-1	-0.5	-1	0.2	1	0.2	-0.8	1	1	0.697	-0.236	-1	-1	-1	-1	-1	-1	0.941	0.912	-1	-1	-0.621	-0.511	-0.218	-0.353	
-0.5	-0.357	-0.333	-0.286	-0.304	-1	-0.5	-1	0.2	1	-1	-0.6	1	1	0.701	-1	-1	-1	-1	-1	-1	-1	0.949	0.891	-1	-1	-0.668	-0.571	-0.073	-0.238	
-0.5	-0.357	-0.333	-0.286	-0.304	-0.333	-0.5	-0.25	0.8	1	-0.2	-0.6	1	1	0.836	-1	-1	-1	-1	-1	-1	-1	0.949	0.951	-1	-1	-0.656	-0.556	-0.109	-0.268	
-0.5	-0.357	-0.333	-0.286	0.043	-0.333	0	-0.25	0.2	1	-0.2	-0.6	1	0.429	0.703	-1	-1	-1	-1	-1	-1	-1	0.941	0.912	-1	-1	-0.667	-0.57	-0.076	-0.239	
-0.5	-0.357	-0.333	-0.286	-0.304	-0.333	-0.5	-1	-0.2	0.6	-1	-0.6	1	1	0.844	-1	-1	-1	-1	-1	-1	-1	0.84	0.951	-1	-1	-0.662	-0.564	-0.092	-0.261	
-0.5	-0.357	-0.333	-0.286	0.043	-1	-0.5	-1	0.2	0.6	-1	-0.6	1	1	0.812	-1	-1	-1	-1	-1	-1	-1	0.945	0.943	-1	-1	-0.658	-0.559	-0.103	-0.26	
-0.5	-0.357	-0.333	-0.286	-0.043	0.111	-0.5	-1	0.2	1	0.2	-0.8	1	1	0.715	-0.196	-1	-1	-1	-1	-1	-1	0.957	0.881	-1	-1	-0.619	-0.508	-0.225	-0.36	
-0.5	-0.357	-0.333	-0.286	-0.304	-1	-0.75	-0.75	0.2	1	-0.6	0	1	1	0.578	-1	-1	-1	-1	-1	-1	-1	0.957	0.883	-1	-1	-0.675	-0.581	-0.049	-0.215	
-0.5	-0.357	-0.333	-0.286	-0.304	-0.333	-1	-1	0.2	1	-1	-0.6	1	1	0.707	-1	-1	-1	-1	-1	-1	-1	0.816	0.947	-1	-1	-0.672	-0.577	-0.058	-0.222	
-0.5	-0.357	-0.333	-0.286	0.478	-1	0	-1	0.2	0.6	-0.2	-0.6	1	1	0.871	-0.337	-1	-1	-1	-1	-1	-1	0.828	0.951	-1	-1	-0.621	-0.511	-0.217	-0.361	
-0.167	-0.357	-0.333	-0.286	-0.304	-0.333	-0.5	-1	-0.4	1	-1	-0.6	1	1	0.75	-0.674	-1	-1	-1	-1	-1	-1	0.965	0.977	-1	-1	-0.639	-0.534	-0.17	-0.228	
-0.5	-0.357	-0.333	-0.286	0.043	-0.333	-0.5	-1	0.2	1	-1	-0.6	1	1	0.543	-1	-0.644	-1	-1	-1	-1	-1	0.816	0.975	-1	-1	-1	-0.277	-0.051	-0.196	
-0.5	-0.357	-0.333	-0.286	-0.304	-1	-0.5	-1	0.6	0.6	-1	-0.6	1	1	0.844	-1	-1	-1	-1	-1	-1	-1	0.855	0.98	-1	-1	-0.659	-0.56	-0.099	-0.263	
-0.167	-0.357	-0.333	-0.286	-0.304	-1	-0.5	-1	0.6	0.6	-1	-0.6	1	1	0.703	-1	-1	-1	-1	-1	-1	-1	0.98	0.922	-1	-1	-0.664	-0.566	-0.092	-0.136	
-0.5	-0.357	-0.333	-0.286	-0.304	-0.333	-0.5	-1	0.2	1	-0.2	-0.6	1	-0.143	0.699	-1	-1	-1	-1	-1	-1	-1	0.832	0.912	-1	-1	-0.673	-0.579	-0.053	-0.222	
-0.5	-0.357	-0.333	-0.286	-0.043	0.111	-0.5	-1	0.8	1	0.2	-0.8	1	1	0.859	-1	-1	-1	-1	-1	-1	-1	0.941	0.885	-1	-1	-0.659	-0.56	-0.102	-0.272	
-0.5	-0.357	-0.333	-0.286	0.043	-0.333	-0.5	-1	0.2	1	-1	-0.6	1	1	0.543	-1	-0.644	-1	-1	-1	-1	-1	0.82	0.474	-1	-1	-1	-0.335	0.038	-0.178	
-0.5	-0.357	-0.333	-0.286	0.043	-0.333	-0.5	-1	0.2	1	-1	-0.6	1	1	0.543	-1	-0.644	-1	-1	-1	-1	-1	0.82	0.474	-1	-1	-1	-0.335	0.038	-0.178	
-0.5	-0.357	-0.333	-0.286	-0.304	-1	-0.5	-1	-0.2	0.6	-1	-0.6	1	1	0.969	-1	-1	-1	-1	-1	-1	-1	0.824	0.891	-1	-1	-0.659	-0.56	-0.101	-0.291	
-0.5	-0.357	-0.167	-0.857	-0.304	-1	0	-1	0.8	1	-0.2	-0.6	1	1	0.84	-0.431	-1	-1	-1	-1	-1	-1	0.816	0.949	-1	-1	-0.63	-0.522	-0.195	-0.315	
-0.5	-0.357	-0.333	-0.286	0.043	-1	-0.5	-1	0.8	1	-1	-0.6	1	1	0.871	-1	-1	-1	-1	-1	-1	-1	0.945	0.975	-1	-1	-0.653	-0.552	-0.12	-0.279	
-0.5	-0.357	-0.333	-0.286	-0.304	-1	-0.5	-1	1	0.6	-0.2	-1	1	1	0.969	-1	-1	-1	-1	-1	-1	-1	0.965	0.951	-1	-1	-0.647	-0.544	-0.139	-0.305	
-0.5	-0.357	-0.333	-0.286	-0.739	-1	-0.5	-1	0.2	1	-1	-0.6	1	1	0.773	-1	-1	-1	-1	-1	-1	-1	0.949	0.971	-1	-1	-0.658	-0.559	-0.102	-0.254	
-0.5	-0.357	-0.333	-0.286	0.478	-0.333	-0.5	-0.25	0.8	1	-0.2	-0.6	1	1	0.871	-1	-1	-1	-1	-1	-1	-1	0.941	0.975	-1	-1	-0.653	-0.552	-0.119	-0.279	
-0.167	-0.357	-0.333	-0.286	-0.739	-1	-0.5	-1	0.2	1	-1	-0.6	1	1	0.906	-1	-1	-1	-1	-1	-1	-1	0.949	0.851	-1	-1	-0.658	-0.558	-0.112	-0.18	
-0.5	-0.357	-0.333	-0.286	0.217	-0.111	0	-1	0.2	1	-1	-0.2	1	1	0.578	-0.306	-1	-1	-1	-1	-1	-1	0.816	0.943	-1	-1	-0.638	-0.533	-0.166	-0.317	
-0.167	-0.357	-0.333	-0.286	-0.739	-0.333	-0.75	-0.75	0.2	1	-1	-0.2	1	1	0.828	-1	-1	-1	-1	-1	-1	-1	0.945	0.975	-1	-1	-0.655	-0.555	-0.122	-0.165	
-0.5	-0.357	-0.333	-0.286	-0.304	-0.333	-0.5	-1	0.2	1	0.2	-0.8	1	-0.143	0.761	-1	-1	-1	-1	-1	-1	-1	0.961	0.943	-1	-1	-0.66	-0.561	-0.097	-0.253	
-0.667	-0.214	-0.333	-0.286	-0.043	0.111	-0.25	-0.75	-0.2	0.6	-0.6	0	1	1	0.306	-0.556	-1	-1	-1	-1	-1	-1	0.957	0.951	-1	-1	-0.661	-0.562	-0.096	-0.138	
-0.75	-0.857	-0.333	-0.286	-0.304	-1	-0.5	-1	0.6	0.6	-1	-0.6	1	1	0.902	-1	-1	-1	-1	-1	-1	-1	0.957	0.939	-1	-1	-0.652	-0.551	0.267	0.126	
