1688.13	0.09	62	4.8	5	6.2
1602.04	0.07	61	5	6.2	6.3
1751.66	0.09	67	6.2	6.3	7
2057.46	0	69	6.3	7	7.3
2118.39	0	70	7	7.3	6.9
1660.70	0	75	7.3	6.9	6.8
1254.64	0	76	6.9	6.8	7.2
1086.89	0	77	6.8	7.2	7
975.13	0.03	74	7.2	7	7.2
914.16	0	67	7	7.2	7.4
869.43	0.04	53	7.2	7.4	7.8
828.67	0	57	7.4	7.8	8.1
784.71	0	68	7.8	8.1	7.3
718.68	0	64	8.1	7.3	7.1
677.62	0	60	7.3	7.1	6.8
651.65	0.07	63	7.1	6.8	6.8
622.72	0	53	6.8	6.8	7
594.98	0.04	52	6.8	7	6.9
564.76	0	60	7	6.9	7.3
529.85	0	61	6.9	7.3	7.8
539.99	0.44	66	7.3	7.8	8.2
565.38	0.08	70	7.8	8.2	7.7
549.46	0	60	8.2	7.7	7.6
497.38	0	62	7.7	7.6	7.1
457.30	0	68	7.6	7.1	7.1
442.62	0	74	7.1	7.1	7.1
417.38	0	65	7.1	7.1	6.4
422.44	0	71	7.1	6.4	6.1
605.73	0.45	60	6.4	6.1	6.2
695.87	0	56	6.1	6.2	4.6
723.84	0.11	59	6.2	4.6	5.8
683.87	0.11	62	4.6	5.8	6
1038.40	0.68	59	5.8	6	6
2515.65	0.08	57	6	6	6.5
2646.95	0	61	6	6.5	7.2
2510.48	0	72	6.5	7.2	7.4
2137.56	0	81	7.2	7.4	7
1404.18	0.25	75	7.4	7	9.7
1167.45	0.08	73	7	9.7	10.3
1279.92	0	71	9.7	10.3	10
1223.80	0	74	10.3	10	10.1
1020.82	0	75	10	10.1	9.8
875.05	0.14	79	10.1	9.8	8.9
762.78	0	69	9.8	8.9	8.9
685.64	0	72	8.9	8.9	8.8
629.11	0	81	8.9	8.8	8.3
811.02	0.42	80	8.8	8.3	8
914.06	0	81	8.3	8	8.2
1064.80	0.59	75	8	8.2	8
1308.45	0.18	73	8.2	8	8.2
1418.98	0	76	8	8.2	7.8
1210.78	0	78	8.2	7.8	8.8
851.23	0	80	7.8	8.8	9.9
710.36	0.1	73	8.8	9.9	10
626.75	0	73	9.9	10	9.2
568.38	0	77	10	9.2	8.9
545.05	0	79	9.2	8.9	8.7
1139.29	0.46	77	8.9	8.7	8.1
1960.64	0.92	75	8.7	8.1	5.8
3457.90	1.03	75	8.1	5.8	7.5
6131.78	0.01	80	5.8	7.5	6
7422.85	0.05	81	7.5	6	6.1
7755.14	0	82	6	6.1	6
6059.77	0	83	6.1	6	5.7
