      155
      149
  0.10930  0.62933  0.14021  0.16358  0.28651  0.29863     9.44
  0.07815  0.74133  0.10160  0.14021  0.04267  0.34795     9.26
  0.03002  0.74133  0.02743  0.12090  0.00406  0.36712    10.39
  0.02566  0.78533  0.09652  0.01016  0.00610  0.45753    10.48
  0.05777  0.80800  0.17780  0.13513  0.15951  0.47397    11.27
  0.04718  0.77733  0.26416  0.16256  0.20930  0.49315     9.06
  0.17556  0.77067  0.28143  0.34849  0.33020  0.51233     7.07
  0.04955  0.71067  0.08738  0.15342  0.19202  0.53699     6.69
  0.02701  0.71867  0.05283  0.11278  0.21641  0.55616     8.34
  0.08835  0.76267  0.25095  0.18390  0.11074  0.57534     6.62
  0.01036  0.77733  0.17475  0.07315  0.07620  0.60822      5.6
  0.01569  0.79200  0.05893  0.28956  0.59741  0.63014     6.22
  0.02701  0.80800  0.28550  0.15748  0.14732  0.64658     5.93
  0.01087  0.69600  0.02540  0.00508  0.02032  0.66575     5.26
  0.09175  0.71067  0.38913  0.30886  0.26924  0.68767      3.4
  0.03160  0.76267  0.03048  0.03353  0.30175  0.70411     5.37
  0.10704  0.64400  0.13208  0.27737  0.28854  0.70959     4.16
  0.02888  0.68133  0.01219  0.00000  0.06909  0.72603     6.18
  0.09741  0.57733  0.15850  0.21336  0.17475  0.74521     5.73
  0.02656  0.74800  0.00000  0.00000  0.00000  0.76438     6.54
  0.09288  0.64400  0.12395  0.13106  0.09855  0.78082     6.23
  0.13819  0.62267  0.23774  0.22962  0.24384  0.79726     3.57
  0.25655  0.59200  0.24282  0.24181  0.31598  0.80274      3.3
  0.05386  0.50400  0.05588  0.06096  0.00000  0.82192     5.99
  0.02741  0.51067  0.00305  0.00000  0.01422  0.83836     5.48
  0.01948  0.58533  0.00711  0.03150  0.00203  0.85753     5.61
  0.07249  0.50400  0.15240  0.12395  0.17577  0.87397     4.86
  0.04593  0.52533  0.04674  0.02134  0.01219  0.89863     7.49
  0.05720  0.47467  0.10566  0.12903  0.13614  0.91781     7.16
  0.04904  0.54800  0.02946  0.02134  0.02032  0.94247     6.96
  0.04695  0.49600  0.06401  0.05994  0.04674  0.95890     6.97
  0.01982  0.30400  0.01626  0.01727  0.01829  0.99178     6.55
  0.14442  0.48133  0.16459  0.21946  0.09550  0.04658     8.54
  0.11610  0.32533  0.10262  0.10160  0.08230  0.06301     8.64
  0.01920  0.50400  0.00406  0.00000  0.01016  0.08767     7.77
  0.00883  0.61467  0.00000  0.00000  0.00000  0.14521     5.57
  0.00833  0.45867  0.00000  0.00000  0.00000  0.15068     5.02
  0.00804  0.52533  0.01626  0.01016  0.02032  0.15890     5.37
  0.00425  0.81467  0.09042  0.04470  0.17272  0.56438     2.71
  0.00300  0.80800  0.00610  0.06807  0.06502  0.58630     1.42
  0.01501  0.77733  0.34138  0.37897  0.25197  0.60000     1.64
  0.00583  0.83733  0.14630  0.16256  0.10668  0.62192     4.47
  0.00991  0.79200  0.22860  0.23266  0.09144  0.64110     3.48
  0.00170  0.82933  0.00000  0.00000  0.00000  0.66575     1.41
  0.00108  0.81467  0.00000  0.00000  0.00203  0.68219     0.61
  0.00108  0.75600  0.05385  0.03658  0.01626  0.69863     0.02
  0.00068  0.74133  0.00406  0.00000  0.00508  0.71781     0.02
  0.00062  0.71867  0.03353  0.02438  0.02946  0.73699     0.02
  0.00057  0.69600  0.02032  0.04369  0.09957  0.76164     0.02
  0.00068  0.76267  0.03556  0.01829  0.02438  0.77808     0.03
  0.00079  0.72533  0.00914  0.01219  0.03353  0.79452     0.14
  0.00057  0.51867  0.10973  0.10363  0.10871  0.81370     0.02
  0.00232  0.59200  0.24079  0.26721  0.15037  0.83288     0.09
  0.00204  0.62933  0.24486  0.26721  0.18999  0.83562      0.3
  0.00368  0.62267  0.29261  0.38303  0.16561  0.83836     0.19
  0.00827  0.53333  0.06807  0.13818  0.10363  0.85205     7.51
  0.01671  0.42933  0.11684  0.01016  0.09652  0.87397     8.13
  0.01342  0.54800  0.00000  0.00000  0.00610  0.88767     7.07
  0.00617  0.42267  0.00000  0.00000  0.00000  0.90959     6.35
  0.00413  0.53333  0.00000  0.00000  0.00000  0.92877     5.13
  0.00294  0.47467  0.00813  0.00000  0.00203  0.95616     5.04
  0.00368  0.41467  0.01321  0.05080  0.09449  0.96438     5.28
  0.01172  0.37733  0.03353  0.02845  0.02235  0.01918     7.52
  0.01648  0.51067  0.07518  0.11379  0.05283  0.06027     5.16
  0.05777  0.45200  0.02540  0.05080  0.04674  0.09589     4.58
  0.01416  0.39200  0.00000  0.00000  0.00102  0.12055     7.54
  0.01195  0.61467  0.00508  0.08128  0.00813  0.13425     7.63
  0.09684  0.60800  0.12090  0.22555  0.12802  0.14247     6.08
  0.16027  0.55600  0.34138  0.36170  0.21133  0.15890        6
  0.18406  0.57733  0.22555  0.21844  0.18085  0.16164     5.11
  0.09968  0.58533  0.19304  0.18999  0.19406  0.17260     10.1
  0.09061  0.54800  0.08839  0.10160  0.09550  0.19178     10.4
  0.07929  0.44400  0.13818  0.18898  0.20015  0.20000     9.14
  0.04361  0.54133  0.06198  0.09246  0.11684  0.21370    10.79
  0.02458  0.55600  0.03150  0.02438  0.03048  0.23014    10.08
  0.01761  0.62267  0.05486  0.02337  0.04166  0.24932     8.98
  0.01359  0.47467  0.04877  0.00000  0.03048  0.27123     8.92
  0.01461  0.65200  0.03454  0.05080  0.02845  0.28767     8.73
  0.01371  0.59200  0.06706  0.09855  0.03048  0.30685     8.59
  0.01150  0.63733  0.01016  0.03962  0.02134  0.33151     8.08
  0.03523  0.67467  0.10363  0.23165  0.22454  0.34521    11.91
  0.01354  0.60800  0.03353  0.02642  0.04369  0.36438     8.79
  0.00980  0.65200  0.04470  0.05994  0.06401  0.38356     7.73
  0.07985  0.62933  0.29566  0.25806  0.11379  0.40548    14.01
  0.05947  0.64400  0.10058  0.12294  0.09347  0.42192     13.6
  0.09911  0.72533  0.11176  0.28245  0.06401  0.43836    12.84
  0.04366  0.77733  0.06706  0.09754  0.07010  0.46027       14
  0.01982  0.85200  0.00813  0.00000  0.00406  0.47945    12.24
  0.01818  0.82267  0.16764  0.20828  0.04470  0.49863    10.94
  0.01002  0.81467  0.00305  0.00508  0.15240  0.51781     9.51
  0.01116  0.80000  0.18186  0.01524  0.14122  0.52877     7.12
  0.00583  0.77067  0.10770  0.04470  0.05385  0.55616     2.89
  0.00334  0.80800  0.08839  0.04470  0.00406  0.57260     1.24
  0.00221  0.72533  0.05791  0.02134  0.01626  0.59452     0.49
  0.00193  0.77733  0.06807  0.05080  0.10566  0.61370     0.39
  0.04106  0.65200  0.38506  0.30175  0.46126  0.63288     2.37
  0.00515  0.78533  0.03454  0.04775  0.12903  0.65205     3.32
  0.00572  0.67467  0.00914  0.04064  0.14630  0.67397     1.07
  0.00878  0.69600  0.17170  0.03861  0.12700  0.69315     2.41
  0.00793  0.72533  0.17170  0.03861  0.12700  0.69863     1.71
  0.00215  0.69600  0.04572  0.02743  0.05385  0.73151      2.3
  0.00119  0.66667  0.00000  0.00000  0.00305  0.75068     0.84
  0.00108  0.79200  0.00000  0.00000  0.00000  0.76712     0.04
  0.00108  0.56267  0.04470  0.08738  0.09754  0.78904     0.04
  0.00113  0.54800  0.00000  0.00000  0.00000  0.80548     0.04
  0.00130  0.48133  0.06299  0.09347  0.10160  0.82192     0.04
  0.00142  0.43733  0.02540  0.04166  0.05486  0.84384     0.12
  0.00176  0.42933  0.03251  0.03861  0.01524  0.86575     0.72
  0.00159  0.48933  0.01829  0.03556  0.03048  0.88219     0.57
  0.00170  0.58533  0.01524  0.02134  0.00508  0.90137     0.46
  0.01218  0.42933  0.13106  0.10668  0.10160  0.92603     6.25
  0.00804  0.43733  0.03759  0.06401  0.07315  0.94521     6.64
  0.00691  0.53333  0.02845  0.05080  0.02235  0.95890     6.21
  0.00561  0.43733  0.00610  0.01016  0.05283  0.97534     5.32
  0.13649  0.49600  0.15951  0.17069  0.11684  0.07123     9.97
  0.04655  0.51067  0.05893  0.07315  0.08433  0.09315    11.09
  0.10477  0.57067  0.15240  0.13208  0.14834  0.10959    10.26
  0.02888  0.40800  0.04877  0.09246  0.05791  0.13151    11.67
  0.01580  0.42267  0.00305  0.00102  0.02642  0.15068    10.88
  0.02503  0.41467  0.10058  0.07315  0.07823  0.16986    10.71
  0.02599  0.40000  0.05994  0.06807  0.12395  0.18904    12.07
  0.02424  0.64400  0.00000  0.00000  0.00000  0.20548    10.65
  0.01518  0.54800  0.00000  0.00000  0.00000  0.22740     10.7
  0.01093  0.68933  0.00102  0.00000  0.00000  0.24384     9.63
  0.01116  0.62267  0.05994  0.04166  0.04166  0.26301     8.57
  0.02095  0.60000  0.04775  0.08636  0.11989  0.28219     11.6
  0.15631  0.62267  0.23876  0.26619  0.24689  0.30137    14.54
  0.03460  0.68933  0.04674  0.04369  0.07722  0.32055    13.37
  0.02124  0.74133  0.03353  0.01219  0.01829  0.34247    12.63
  0.01399  0.77733  0.05182  0.06706  0.03556  0.35890    12.05
  0.02673  0.69600  0.11684  0.24282  0.17272  0.37808    13.03
  0.01869  0.68933  0.05080  0.06299  0.12903  0.39726     12.4
  0.03075  0.83733  0.05893  0.05893  0.08433  0.43836     14.5
  0.05476  0.67467  0.14732  0.09957  0.29362  0.45479    13.08
  0.02118  0.74800  0.15850  0.09855  0.08433  0.49863    11.94
  0.00442  0.84400  0.10770  0.09449  0.14224  0.55342     4.54
  0.00272  0.82933  0.05182  0.00508  0.13919  0.56986     1.32
  0.00159  0.77067  0.02337  0.09855  0.07823  0.58904     0.11
  0.00125  0.80000  0.02032  0.04470  0.07823  0.61096     0.11
  0.00221  0.81467  0.14935  0.15240  0.39522  0.62740      1.1
  0.00142  0.75600  0.12802  0.09754  0.06909  0.64932     0.35
  0.00125  0.74133  0.08026  0.05486  0.00000  0.66575     0.11
  0.00068  0.71867  0.01727  0.01727  0.01321  0.70685     0.11
  0.00054  0.70400  0.00000  0.00000  0.00000  0.72603     0.18
  0.00085  0.79200  0.00000  0.00000  0.15545  0.74247     0.19
  0.00085  0.63704  0.22454  0.29464  0.09754  0.76164     0.11
  0.00074  0.67407  0.06401  0.10770  0.11582  0.78356     0.11
  0.00049  0.57778  0.03150  0.02337  0.00711  0.79726     0.11
  0.00029  0.67407  0.00102  0.00000  0.00000  0.81918     0.13
  0.00035  0.73333  0.00000  0.03150  0.00000  0.85479    0.173
  0.00032  0.57037  0.00000  0.00000  0.00000  0.87397     0.13
  0.00031  0.65185  0.00508  0.00610  0.01118  0.89315     0.13
  0.00130  0.43704  0.12598  0.12395  0.08738  0.93151     0.13
  0.00079  0.49630  0.03556  0.03861  0.04369  0.95068    0.836
  0.00102  0.44444  0.04674  0.07010  0.05182  0.96986     1.17
