 -8.9570000e-001  3.7542857e-001 -7.6284000e-001 -8.1771000e-001 -7.3845000e-001  4.1671800e-001  1.5333333e-001
 -8.9902000e-001  7.1434286e-002 -8.0550000e-001 -8.2989000e-001 -8.7867000e-001  5.3506800e-001  7.3333333e-003
 -8.9886000e-001  3.7542857e-001 -8.3904000e-001 -7.6893000e-001 -6.0129000e-001  4.7095200e-001  1.3333333e-003
 -8.4224000e-001  3.3770571e-001 -8.6343000e-001 -9.0000000e-001 -6.9273000e-001  4.0685400e-001  4.1200000e-001
 -8.9762000e-001  3.0000857e-001 -9.0000000e-001 -9.0000000e-001 -8.9085000e-001  4.5122400e-001  5.6000000e-002
 -8.9942000e-001  3.1903714e-001 -8.9694000e-001 -9.0000000e-001 -9.0000000e-001  5.7452400e-001  8.6666667e-003
 -8.9876000e-001  4.3372286e-001 -7.9941000e-001 -8.2686000e-001 -8.1162000e-001  4.2658200e-001  1.3333333e-003
 -8.6104000e-001  9.0848571e-002 -8.7867000e-001 -8.0550000e-001 -8.9391000e-001  6.4355400e-001  3.7400000e-001
 -8.9938000e-001  2.6190000e-001 -8.8476000e-001 -8.8170000e-001 -8.6646000e-001  7.0767000e-001  8.6666667e-003
 -8.9842000e-001  4.5084857e-001 -8.7258000e-001 -8.6343000e-001 -7.9941000e-001  5.3013600e-001  9.3333333e-003
 -8.9784000e-001  3.2580000e-002 -7.6590000e-001 -6.3786000e-001 -6.0738000e-001  5.2027200e-001  2.6666667e-003
 -8.9660000e-001  9.0848571e-002 -8.5428000e-001 -8.3598000e-001 -8.8476000e-001  7.2246600e-001  3.0666667e-002
 -8.9864000e-001  4.3372286e-001 -8.4819000e-001 -8.4819000e-001 -8.6037000e-001  3.7233000e-001  7.3333333e-003
 -8.9852000e-001  3.1903714e-001 -7.0797000e-001 -5.7690000e-001 -5.5254000e-001  5.1040800e-001  7.3333333e-003
 -8.9892000e-001  3.9600000e-001 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  4.0685400e-001  1.2000000e-002
 -8.7826000e-001  3.7542857e-001 -8.2380000e-001 -8.8476000e-001 -8.3904000e-001  2.9835000e-001  3.5066667e-001
 -8.9936000e-001  5.2380000e-002 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  6.7314600e-001  8.6666667e-003
 -8.9774000e-001 -5.1428571e-003 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  5.4986400e-001  2.6666667e-003
 -8.9930000e-001  4.7142000e-001 -9.0000000e-001 -8.0550000e-001 -9.0000000e-001  6.3862200e-001  1.1533333e-002
 -8.9864000e-001  5.4686571e-001 -7.9332000e-001 -8.4513000e-001 -8.2686000e-001  5.0054400e-001  2.0000000e-003
 -8.7316000e-001 -5.1428571e-003 -9.0000000e-001 -9.0000000e-001 -8.8170000e-001  6.9780600e-001  4.7133333e-001
 -8.9864000e-001  4.9199143e-001 -8.8782000e-001 -9.0000000e-001 -8.8476000e-001  3.9205800e-001  1.3333333e-003
 -8.4688000e-001  5.0914286e-001 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  4.7588400e-001  4.3600000e-001
 -8.9784000e-001  5.2971429e-001 -7.3845000e-001 -7.9026000e-001 -8.5122000e-001  3.5753400e-001  1.3333333e-003
 -8.8856000e-001  3.2058000e-001 -8.7258000e-001 -7.7808000e-001 -4.6110000e-001  3.1314600e-001  7.1333333e-002
 -8.0814000e-001 -6.3437143e-002 -7.5978000e-001 -8.3598000e-001 -8.6343000e-001  7.1753400e-001  4.9933333e-001
 -8.0192000e-001 -5.1428571e-003 -8.1162000e-001 -8.3598000e-001 -8.3904000e-001  7.9644600e-001  4.6400000e-001
 -8.4518000e-001 -1.0113429e-001 -8.9085000e-001 -9.0000000e-001 -8.5734000e-001  6.0904800e-001  3.6533333e-001
 -7.9228000e-001 -1.1828571e-001 -7.3236000e-001 -7.1712000e-001 -9.0000000e-001  5.7945600e-001  3.9933333e-001
 -8.8618000e-001 -4.2865714e-002 -8.1465000e-001 -7.4760000e-001 -8.3295000e-001  8.2602000e-001  4.1400000e-001
 -8.9750000e-001  4.9199143e-001 -6.5922000e-001 -7.3542000e-001 -9.0000000e-001  2.9835000e-001  7.3333333e-003
 -8.9682000e-001 -1.5600857e-001 -8.4513000e-001 -7.9332000e-001 -8.0856000e-001  6.8794200e-001  3.8000000e-002
 -8.9174000e-001 -4.2865714e-002 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  7.7178600e-001  3.4200000e-001
 -7.1424000e-001  2.4171429e-001 -5.2815000e-001 -5.0682000e-001 -6.0435000e-001  5.0547600e-001  4.1533333e-001
 -8.8346000e-001 -4.2865714e-002 -6.9579000e-001 -4.8546000e-001 -5.8911000e-001  6.3369000e-001  5.0066667e-001
 -8.9558000e-001  4.5084857e-001 -7.2627000e-001 -8.3598000e-001 -8.5122000e-001  1.7013600e-001  3.2666667e-002
 -8.9886000e-001 -8.0562857e-002 -5.7081000e-001 -5.8911000e-001 -5.7387000e-001  5.6466000e-001  1.3333333e-003
 -8.9842000e-001 -1.3808571e-001 -7.9332000e-001 -7.8417000e-001 -7.6893000e-001  8.1122400e-001  5.5733333e-002
 -8.9784000e-001  6.2228571e-001 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  4.8081600e-001  2.6666667e-003
 -8.9740000e-001 -1.7658000e-001 -7.1103000e-001 -6.1959000e-001 -5.9520000e-001  5.7945600e-001  2.6666667e-003
 -8.0610000e-001 -1.3885714e-001 -7.0797000e-001 -7.2018000e-001 -7.5978000e-001  8.2602000e-001  4.6466667e-001
 -8.8970000e-001  6.0513429e-001 -7.9638000e-001 -7.5675000e-001 -5.1291000e-001  2.7369000e-001  2.2133333e-001
 -8.9614000e-001  5.8456286e-001 -6.9579000e-001 -7.4760000e-001 -5.8302000e-001  2.0466000e-001  2.6000000e-002
 -8.9716000e-001  5.2971429e-001 -5.1594000e-001 -6.0738000e-001 -6.9273000e-001  2.6877600e-001  2.3333333e-002
 -8.9716000e-001 -2.8972286e-001 -8.2380000e-001 -7.7502000e-001 -7.3542000e-001  6.1891200e-001  8.0000000e-003
 -8.8244000e-001  3.7542857e-001 -3.8490000e-001 -7.8417000e-001 -5.1900000e-001  3.4767000e-001  1.6066667e-001
 -8.9830000e-001  6.2228571e-001 -9.0000000e-001 -9.0000000e-001 -4.3365000e-001  4.3644600e-001  1.2666667e-002
 -8.9682000e-001  5.6743714e-001 -8.2989000e-001 -6.0435000e-001 -6.6531000e-001  1.6027200e-001  7.3333333e-003
 -8.9750000e-001  6.4285714e-001 -8.3904000e-001 -7.6590000e-001 -6.6531000e-001  1.9972800e-001  7.3333333e-003
 -8.9784000e-001  6.8058000e-001 -9.0000000e-001 -9.0000000e-001 -8.9391000e-001  3.2794200e-001  4.0666667e-002
 -8.8414000e-001  4.5084857e-001 -3.8490000e-001 -7.8417000e-001 -5.1900000e-001  3.5753400e-001  1.1400000e-001
 -8.9412000e-001 -1.9370571e-001 -8.7561000e-001 -9.0000000e-001 -8.9391000e-001  8.2108800e-001  3.3600000e-001
 -8.9648000e-001 -3.1029429e-001 -8.0247000e-001 -7.8417000e-001 -8.5428000e-001  6.5835000e-001  4.8000000e-002
 -8.8392000e-001 -2.8972286e-001 -7.8723000e-001 -7.0797000e-001 -6.8055000e-001  8.0137800e-001  4.4266667e-001
 -8.9400000e-001  6.6342857e-001 -8.8170000e-001 -6.9579000e-001 -7.0494000e-001  1.5534000e-001  9.4666667e-002
 -8.9660000e-001  7.1827714e-001 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  2.9835000e-001  9.4000000e-002
 -8.8834000e-001  5.6743714e-001 -5.7690000e-001 -7.6590000e-001 -7.3845000e-001  1.0108800e-001  1.9266667e-001
 -8.9796000e-001 -2.7144000e-001 -7.5978000e-001 -6.8970000e-001 -7.4454000e-001  8.4574800e-001  7.8000000e-002
 -8.8878000e-001 -2.8972286e-001 -8.8170000e-001 -8.6952000e-001 -7.4151000e-001  8.5561200e-001  3.5466667e-001
 -8.6658000e-001 -3.1029429e-001 -5.4948000e-001 -8.6952000e-001 -6.1044000e-001  6.7314600e-001  5.4200000e-001
 -8.8766000e-001 -3.2742000e-001 -9.0000000e-001 -9.0000000e-001 -9.0000000e-001  7.3726200e-001  4.2333333e-001
 -8.9332000e-001  6.6342857e-001 -6.3483000e-001 -7.6590000e-001 -8.8782000e-001  1.3068000e-001  8.2666667e-002
 -7.8560000e-001 -1.9370571e-001 -5.8302000e-001 -5.1291000e-001 -4.9158000e-001  7.5205800e-001  4.7733333e-001
 -8.7928000e-001  5.8456286e-001 -3.7575000e-001 -6.8055000e-001 -6.7140000e-001  1.9479600e-001  3.7333333e-001
 -8.9264000e-001 -3.4799143e-001 -8.6037000e-001 -7.4760000e-001 -6.1653000e-001  8.3588400e-001  3.5200000e-001
 -8.9740000e-001 -2.9046857e-001 -5.2206000e-001 -5.2815000e-001 -6.3786000e-001  7.7671800e-001  8.6666667e-003
 -7.5502000e-001 -1.1828571e-001 -4.4280000e-001 -5.2815000e-001 -3.7269000e-001  6.7314600e-001  3.2400000e-001
 -8.7564000e-001 -3.1029429e-001 -5.0682000e-001 -5.7996000e-001 -5.9520000e-001  7.6685400e-001  4.1666667e-001
 -8.9456000e-001  7.1827714e-001 -7.4454000e-001 -8.8476000e-001 -4.8243000e-001  1.2574800e-001  8.8000000e-002
 -8.4598000e-001  4.3372286e-001 -7.4151000e-001 -5.6166000e-001 -2.5077000e-001  1.0108800e-001  5.5600000e-001
 -8.9150000e-001  6.8058000e-001 -6.2874000e-001 -7.6590000e-001 -3.8184000e-001  1.1588400e-001  1.8066667e-001
 -8.1268000e-001  5.8456286e-001 -6.9882000e-001 -6.0738000e-001 -6.8970000e-001 -7.1514000e-002  9.3333333e-001
 -8.5764000e-001  5.0914286e-001 -4.2450000e-001 -6.0435000e-001 -6.4701000e-001 -2.4660000e-003  7.9600000e-001
 -8.8040000e-001  2.6228571e-001 -7.6590000e-001 -7.2018000e-001 -7.0797000e-001 -2.0959200e-001  5.1533333e-001
 -8.7996000e-001  6.8058000e-001 -8.9085000e-001 -8.8476000e-001 -4.4280000e-001  3.2058000e-002  6.3400000e-001
 -8.0090000e-001  4.1315143e-001 -6.3786000e-001 -4.3974000e-001 -3.2394000e-001  6.6582000e-002  4.4600000e-001
 -7.8106000e-001  2.4171429e-001 -5.9826000e-001 -5.3118000e-001 -6.1959000e-001 -1.4054400e-001  9.0666667e-001
 -8.4868000e-001  6.0513429e-001 -6.1044000e-001 -8.6952000e-001 -8.8170000e-001 -7.6446000e-002  6.9866667e-001
 -8.6262000e-001  3.5827714e-001 -7.4760000e-001 -7.1103000e-001 -5.1291000e-001 -1.8493200e-001  8.2666667e-001
 -7.0518000e-001  7.0277143e-002 -4.2450000e-001 -2.5992000e-001 -3.7575000e-001  4.4137800e-001  3.8200000e-001
 -8.7292000e-001  1.4914286e-001 -7.9941000e-001 -8.2074000e-001 -7.6893000e-001 -2.4411600e-001  5.8600000e-001
 -8.9116000e-001  7.5600000e-001 -5.7690000e-001 -6.1653000e-001 -4.7328000e-001  9.6156000e-002  3.0266667e-001
 -8.8834000e-001  7.3884857e-001 -4.6110000e-001 -4.1232000e-001 -5.7996000e-001  2.1945600e-001  2.9800000e-001
 -8.6036000e-001  7.7657143e-001 -8.7561000e-001 -9.0000000e-001 -8.8782000e-001 -3.6990000e-002  8.1600000e-001
 -8.7768000e-001  6.4285714e-001 -3.5442000e-001 -8.5428000e-001 -4.7634000e-001  5.1786000e-002  4.7466667e-001
 -8.3680000e-001  5.4686571e-001 -8.0856000e-001 -7.9941000e-001  5.2500000e-003  3.6739800e-001  3.5800000e-001
 -8.3850000e-001  7.3884857e-001 -7.2321000e-001 -7.2321000e-001 -6.4701000e-001 -1.1095200e-001  9.6666667e-001
 -8.7700000e-001  2.2456286e-001 -8.6952000e-001 -7.8114000e-001 -8.3598000e-001 -3.0328200e-001  5.3866667e-001
 -8.3996000e-001  4.9199143e-001 -8.1771000e-001 -5.3730000e-001 -8.8782000e-001 -2.3918400e-001  6.9266667e-001
 -8.5752000e-001  4.9199143e-001 -7.9941000e-001 -8.6343000e-001 -8.4513000e-001 -2.8355400e-001  8.4200000e-001
