   58     2166.995038        0.000000    60521.833309        1.134828        1.941578        1.836184        2.862491       12.268438   4.0
   59     2166.915007        0.000000    60521.753278        0.947283        1.605382        1.575158        2.509055       12.188407   4.0
   60     2166.871091        0.000000    60521.709362        1.170570        1.587043        1.871996        2.399363       12.144491   4.0
   61     2167.010025        0.000000    60521.848296        1.035971        1.459563        1.728180        2.354037       12.283425   4.0
   62     2166.870308        0.000000    60521.708579        0.976059        1.554454        1.583164        2.458769       12.143708   4.0
   63     2166.901259        0.000000    60521.739531        1.309270        2.066502        2.189152        2.928771       12.174660   4.0
   64     2166.829361        0.000000    60521.667632        1.085487        1.599075        1.728334        2.411919       12.102761   4.0
   65     2505.553341        0.000000    60860.391612        0.970147        2.224983        1.575713        3.073738       12.812727   5.0
   66     2167.065350        0.000000    60521.903621        1.239149        1.876550        2.048162        2.797611       12.338750   4.0
   67     2166.982105        0.000000    60521.820377        0.995164        1.489291        1.635786        2.387532       12.255506   4.0
   68     2505.502990        0.000000    60860.341261        0.903189        2.183158        1.258707        3.097769       12.762376   5.0
   69     2166.921860        0.000000    60521.760131        1.081512        1.355265        1.753883        2.205739       12.195260   4.0
   70     2167.163186        0.000000    60522.001457        1.280977        1.935203        2.124826        2.864103       12.436586   4.0
   71     2166.998185        0.000000    60521.836456        0.873032        1.542191        1.413099        2.437794       12.271585   4.0
   72     2166.800690        0.000000    60521.638961        0.942473        1.415357        1.488115        2.300910       12.074090   4.0
   73     2167.049824        0.000000    60521.888095        1.092397        1.757425        1.798645        2.628486       12.323224   4.0
   74     2166.983842        0.000000    60521.822113        1.303942        1.524673        2.157277        2.346259       12.257242   4.0
   75     2166.960315        0.000000    60521.798586        1.203208        1.543252        1.981047        2.350340       12.233715   4.0
   76     2166.863152        0.000000    60521.701423        1.038486        1.539206        1.677763        2.427251       12.136552   4.0
   77     2166.696964        0.000000    60521.535236        1.335772        1.210512        1.883580        2.050197       11.970365   4.0
