 Gen#      NN#        ErrMean        sga%ErrMean        ErrStd         sga%ErrSt
 d
     -3.2474        102.6077       -331.0787       -366.8349
   -390.7712       -535.1367       -580.5318       -819.7483
    826.4670       -849.1355       -857.4166        884.7683
  -1209.2357      -1286.8685       1348.2196       1384.2842
  -1394.4142      -1469.1886      -1607.0625      -1862.1884
   1948.6289      -2076.0262       2076.4533       2389.3709
   2616.7762       2695.5561       2822.4543      -3235.6412
   3358.7189       3488.7891       3660.8563       3681.4774
   4061.3600       4161.0699      -4342.8355      -4618.7956
   4632.0279      -4737.3318       4742.4733       4826.9868
   4975.6438      -5003.8218       5119.7599      -5126.4356
  -5235.1536      -5296.0260      -5451.3410       5610.4977
   5657.9456       5774.8149       5870.5433       5943.6944
  -5981.6334      -6219.6809      -6390.1598      -6846.8764
   7022.8232       7153.0710      -7215.8682      -7344.7323
  -7401.7663       7411.6390      -7423.8357      -7714.9293
   7746.1549       7773.3453       7809.4933       7890.3864
   7904.8407       8067.1599       8180.6764       8197.1789
  -8591.7660      -8772.7494      -8813.9174      -8815.4717
  -9077.4788       9289.7882      -9529.6741       9639.5263
   9686.6599      -9869.9298       9885.5268      -9887.8451
  10147.5950     -10156.1039      10347.7712      10494.5864
  10897.5318      10920.3830      11293.9140      11331.6568
  11733.9578      11809.0464     -12030.8979     -12432.4080
 -12550.5068     -12767.7212      13364.4142     -13429.7168
 -13478.3912      13575.3320      13659.8184      13783.2972
 -13898.7973     -13923.1407      13936.2708      14032.3031
  14103.9847      14466.8199      14583.4177      14697.0450
  14846.5412     -15465.5694     -15918.3167     -16316.0181
  16946.8090     -17776.5767     -18764.2871      19135.5953
   3        1         957.7964        957.7964       8937.5270       8937.5270
     -3.2474        102.6077        204.5693       -331.0787
   -366.8349       -390.7712       -535.1367       -580.5318
    790.9943       -819.7483        826.4670       -849.1355
   -857.4166        884.7683      -1209.2357      -1286.8685
   1348.2196       1384.2842      -1394.4142      -1469.1886
  -1490.9420      -1607.0625      -1712.9510      -1749.9633
   1854.5570      -1862.1884       1948.6289      -2076.0262
   2076.4533      -2380.8609       2389.3709      -2613.7228
   2616.7762       2695.5561       2822.4543      -3235.6412
   3358.7189       3488.7891       3607.3574       3660.8563
   3681.4774       4061.3600       4161.0699      -4342.8355
  -4618.7956       4632.0279      -4737.3318       4742.4733
   4779.1797       4826.9868       4975.6438      -5003.8218
  -5003.8218       5119.7599      -5126.4356      -5235.1536
  -5259.0772      -5296.0260      -5451.3410       5610.4977
   5657.9456       5774.8149       5870.5433       5926.1467
   5943.6944      -5981.6334       6103.4284      -6219.6809
  -6390.1598      -6680.3515      -6846.8764      -6980.5783
   7022.8232       7153.0710      -7215.8682      -7344.7323
  -7401.7663       7411.6390      -7423.8357      -7714.9293
   7746.1549       7773.3453       7809.4933       7890.3864
   7904.8407       7968.3872       8067.1599       8180.6764
   8197.1789      -8412.8065      -8591.7660      -8772.7494
  -8813.9174      -8815.4717      -9077.4788       9289.7882
   9324.5216      -9529.6741       9639.5263       9686.6599
  -9869.9298       9885.5268      -9887.8451      10147.5950
 -10156.1039      10347.7712      10494.5864      10897.5318
  10920.3830      11293.9140      11331.6568      11733.9578
  11809.0464     -12030.8979     -12432.4080      12491.0366
  12501.4582     -12550.5068     -12767.7212      13364.4142
 -13429.7168     -13478.3912      13575.3320      13659.8184
  13783.2972     -13898.7973     -13923.1407      13936.2708
  14032.3031      14103.9847      14466.8199      14583.4177
  14601.4499      14697.0450      14846.5412     -15465.5694
 -15918.3167     -16316.0181      16923.0247      16946.8090
 -17648.0547     -17776.5767     -18764.2871
   4        1         929.6710        929.6710       8700.6740       8700.6740
     -3.2474        102.6077        204.5693       -331.0787
   -366.8349       -375.9814       -390.7712       -535.1367
   -580.5318       -593.3062        790.9943       -819.7483
    826.4670       -849.1355       -857.4166       -867.4349
    884.7683        887.6638      -1209.2357      -1286.8685
   1348.2196       1384.2842      -1394.4142      -1469.1886
  -1490.9420      -1607.0625      -1614.4380      -1712.9510
  -1749.9633       1854.5570      -1862.1884       1948.6289
  -2076.0262       2076.4533       2195.3230      -2380.8609
   2389.3709      -2463.5914       2523.4010      -2613.7228
   2616.7762      -2639.9780       2695.5561       2822.4543
  -3235.6412       3358.7189       3488.7891      -3597.0511
   3607.3574       3660.8563       3681.4774      -3690.1262
   4061.3600       4161.0699      -4342.8355       4402.8094
  -4618.7956       4632.0279      -4737.3318       4742.4733
   4779.1797       4826.9868       4975.6438      -5003.8218
  -5003.8218       5119.7599      -5126.4356      -5235.1536
  -5259.0772      -5296.0260      -5451.3410       5610.4977
   5657.9456       5774.8149       5870.5433      -5908.7593
   5926.1467       5943.6944      -5981.6334       6103.4284
  -6219.6809      -6390.1598      -6680.3515      -6846.8764
  -6980.5783       7022.8232      -7059.7675       7143.6935
   7153.0710      -7215.8682      -7344.7323      -7401.7663
   7411.6390      -7423.8357      -7685.7219      -7714.9293
   7746.1549       7773.3453       7809.4933       7890.3864
   7904.8407       7968.3872       8067.1599      -8092.5088
   8180.6764       8197.1789      -8412.8065      -8591.7660
  -8772.7494      -8813.9174      -8815.4717      -9077.4788
   9289.7882       9324.5216       9516.1994      -9529.6741
   9573.7089      -9590.6790       9639.5263       9686.6599
  -9797.8505      -9869.9298       9885.5268      -9887.8451
  10147.5950     -10156.1039      10347.7712      10494.5864
  10897.5318      10920.3830     -11139.6731      11293.9140
  11331.6568      11733.9578      11809.0464     -12030.8979
  12152.7113      12389.4148     -12432.4080      12491.0366
  12501.4582     -12550.5068     -12767.7212      12821.1734
  13364.4142     -13429.7168     -13478.3912      13575.3320
  13659.8184      13783.2972     -13898.7973     -13923.1407
  13936.2708      14032.3031      14103.9847      14466.8199
  14583.4177      14601.4499     -14666.6599      14697.0450
 -14701.4560      14721.1827      14846.5412      15218.2908
 -15465.5694
   5        1        1118.5271       1118.5271       8103.2280       8103.2280
     -3.2474        -72.4918        102.6077        204.5693
   -331.0787       -366.8349       -375.9814       -390.7712
    509.3819       -535.1367       -580.5318       -593.3062
    604.2798        790.9943       -819.7483        826.4670
   -849.1355       -857.4166       -867.4349        884.7683
    887.6638      -1209.2357      -1286.8685       1348.2196
   1384.2842      -1394.4142      -1469.1886      -1490.9420
  -1607.0625      -1614.4380      -1712.9510      -1715.8665
  -1749.9633       1854.5570      -1860.9901      -1862.1884
   1933.8984       1948.6289      -1966.8808      -2076.0262
   2076.4533      -2108.8386       2195.3230      -2380.8609
   2389.3709      -2463.5914       2523.4010       2559.4163
  -2613.7228       2616.7762      -2639.9780       2695.5561
   2822.4543      -3235.6412       3358.7189       3488.7891
  -3597.0511       3607.3574       3628.6192       3660.8563
   3681.4774      -3690.1262       4061.3600       4161.0699
  -4342.8355       4402.8094      -4618.7956       4632.0279
  -4677.2558      -4737.3318       4742.4733       4779.1797
  -4817.3316       4826.9868       4975.6438      -5003.8218
  -5003.8218       5119.7599      -5126.4356      -5235.1536
  -5259.0772      -5296.0260      -5451.3410       5610.4977
   5657.9456       5774.8149       5870.5433      -5908.7593
   5926.1467       5943.6944      -5981.6334       6103.4284
   6207.8209      -6219.6809      -6390.1598       6531.1136
  -6680.3515      -6846.8764      -6980.5783       7022.8232
  -7059.7675       7143.6935       7153.0710      -7215.8682
  -7344.7323      -7401.7663       7411.6390      -7423.8357
  -7574.6807      -7685.7219      -7714.9293       7746.1549
   7773.3453       7809.4933       7890.3864       7904.8407
   7968.3872       8067.1599      -8092.5088       8180.6764
   8197.1789      -8412.8065      -8591.7660      -8772.7494
  -8813.9174      -8815.4717      -9077.4788       9289.7882
   9324.5216       9516.1994      -9529.6741       9573.7089
  -9590.6790       9639.5263       9686.6599      -9797.8505
  -9869.9298       9885.5268      -9887.8451      10147.5950
 -10156.1039      10347.7712      10494.5864      10598.5633
  10897.5318      10920.3830     -11139.6731      11293.9140
  11331.6568      11733.9578      11809.0464     -11937.8497
 -12030.8979     -12046.2885      12152.7113      12389.4148
 -12432.4080      12491.0366      12501.4582     -12550.5068
 -12767.7212      12821.1734      13364.4142     -13429.7168
