      -0.750      -0.429       0.333       1.000       0.043       0.333       0.000       1.000       0.800      -0.600      -0.600      -0.400       0.714      -1.000      -1.000      -1.000       0.243      -1.000      -1.000      -1.000      -1.000       0.556      -0.146      -1.000      -1.000      -0.596      -1.000      -0.349      -0.153       0.748
       0.333      -0.714       0.750       0.000       0.478      -1.000       0.750      -0.750       0.800       1.000       1.000       0.800      -1.000       0.714      -1.000      -1.000       0.050      -1.000      -1.000      -1.000      -1.000       0.857       0.544      -0.421      -1.000      -1.000      -0.437      -0.273      -0.134       0.211
      -0.167       1.000       0.333       0.214      -0.304      -1.000       0.000       1.000       0.400      -0.600      -1.000       1.000       1.000       0.429      -0.689      -1.000      -0.271      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.919      -0.899      -0.870       0.680       0.716
       1.000      -0.857       0.583       0.000      -0.130      -0.778       1.000       0.500      -0.600      -1.000      -0.200      -0.200       0.429      -0.143      -1.000      -1.000       0.765      -1.000      -1.000      -1.000      -1.000      -1.000      -0.627      -1.000      -0.738      -1.000      -1.000      -0.368       0.260       0.811
       1.000       0.500      -0.750      -0.857      -0.478      -0.111       0.000      -1.000       0.200       1.000       0.600       0.600       0.429       0.429       0.967       0.161       0.097      -0.744      -1.000      -1.000      -1.000      -0.627       0.283      -1.000      -0.660      -0.637      -0.546      -0.415      -0.147       0.373
       1.000       0.000       0.083       0.429       0.043       0.333       1.000      -0.250      -0.400       0.200      -1.000       0.600      -0.429      -1.000      -0.891       0.771      -1.000      -1.000      -1.000      -0.842      -0.821      -0.930      -0.863      -1.000      -1.000      -1.000      -1.000      -1.000       0.575       0.286
       0.750       0.500      -0.667      -0.214      -0.478      -0.111      -0.250      -0.750       1.000      -0.200      -0.600       0.000       1.000      -0.143      -1.000      -1.000      -1.000      -0.613      -1.000      -1.000      -1.000      -0.963      -1.000      -0.947      -1.000      -0.958      -0.947      -0.932       0.523       0.773
       0.583       0.214      -1.000       0.214       0.043       0.778       1.000       0.500      -0.400       1.000      -0.200      -1.000       1.000      -0.143      -1.000       0.670      -1.000      -1.000      -0.750      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.776       0.876
      -1.000      -0.714       0.833       0.786       0.478      -1.000      -1.000       0.500      -0.800       1.000       1.000       0.000      -0.143      -0.143      -0.801      -0.769      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.966      -0.957      -1.000       0.860       0.858
      -0.167       1.000      -0.667      -0.214       0.043       0.778       1.000      -1.000      -0.800       0.200       0.600       0.600      -0.714      -0.143      -1.000      -1.000       0.935      -0.370      -0.652      -1.000      -0.052       0.652      -1.000      -0.986      -0.124      -0.166      -1.000      -1.000      -0.641       0.543
       0.333      -0.429       1.000       0.214       1.000       0.333      -1.000      -1.000      -0.400      -0.600       0.200       0.400      -0.143      -0.714      -1.000      -1.000       0.460      -1.000      -1.000      -1.000      -1.000      -1.000      -0.580       0.685      -0.324      -0.718      -0.647      -0.545      -0.042       0.220
       1.000       0.000      -0.167       0.500       0.478      -1.000       0.500       0.500       0.600      -1.000       0.600       0.600       0.429       1.000      -1.000       0.333      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000       0.627       0.443      -1.000      -0.208      -1.000      -1.000       0.805      -0.097
       0.833       0.286      -0.750      -0.429      -0.739      -0.333       0.000      -1.000      -0.800      -0.600      -0.200       0.600      -0.714      -0.714      -1.000       0.024      -0.322      -1.000      -1.000      -1.000      -1.000      -0.196      -1.000      -0.844      -0.181      -0.737      -0.672      -0.576      -0.107       0.747
      -0.750       0.000      -1.000      -0.214       0.043      -1.000       0.250       0.750      -1.000      -1.000       1.000      -0.800       0.429       0.429      -1.000       0.892       0.662      -0.689      -1.000      -1.000      -1.000       0.310      -0.949      -0.095      -0.830      -0.082       0.148      -1.000      -0.417       0.358
      -0.750       0.500       1.000       0.500       0.043      -0.333       0.750      -0.750       1.000      -1.000      -0.200      -0.200       0.429      -0.714      -1.000      -0.435       0.408       0.912      -1.000      -1.000      -1.000       0.848      -1.000       0.265       0.959      -0.256      -0.069       0.201      -0.993       0.355
      -1.000      -0.714      -0.750      -0.857      -0.739       0.778       0.000       1.000       0.800       0.200      -0.200      -0.200      -0.429       0.714      -0.787      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.116      -1.000      -1.000      -1.000      -1.000      -1.000      -0.719       0.418       0.880
       0.583       0.000       0.083       0.429       0.043       0.778       0.500      -1.000      -1.000       0.600      -0.200       0.200       1.000      -0.714      -0.943      -1.000      -1.000       0.283      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.739      -0.674      -1.000       0.424       0.709
       0.083      -0.214       0.083       0.000      -0.739      -0.333      -0.750       0.750       0.000      -0.600       0.200       0.400      -0.429      -1.000       0.251      -1.000      -0.494      -1.000      -1.000      -1.000      -1.000      -0.554       0.664      -0.468       0.875      -1.000      -1.000       0.221      -0.394       0.113
       0.333      -0.714       1.000       0.000      -0.304       0.333       0.250      -0.750       0.600      -1.000       0.200      -0.400      -0.143       0.429      -1.000      -1.000      -1.000      -1.000      -1.000      -0.627      -1.000      -0.458       0.234      -1.000      -1.000      -1.000      -1.000      -1.000       0.439       0.347
      -0.333      -0.286       0.333      -0.714       0.043      -0.333       0.750       0.750       1.000       0.600       0.200      -0.800      -0.429       0.143      -1.000      -0.934       0.544       0.400      -1.000      -1.000      -1.000      -1.000      -1.000      -0.367      -0.527      -1.000      -1.000       0.073       0.011       0.450
      -1.000      -0.714      -1.000      -0.714      -1.000       1.000       0.000       1.000       0.600      -1.000      -1.000      -0.200      -0.714       0.429      -0.656      -0.646      -0.892       0.339      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.741      -0.666       0.304       0.755
       0.750       0.000       0.750       0.214      -0.739       0.778       0.750       0.750       0.200       0.600      -0.200       0.200      -0.143       0.429       0.517      -0.914      -1.000      -1.000      -1.000      -1.000      -1.000       0.511       0.196      -0.589      -1.000       0.258      -1.000      -1.000       0.302       0.505
      -0.500      -0.357      -1.000      -0.714       0.043       0.778       0.000      -0.250      -0.400       0.200      -1.000      -1.000       0.143      -1.000      -1.000      -0.734       0.464      -0.212      -1.000      -1.000      -1.000       0.982      -1.000       0.697       0.597      -1.000      -1.000      -1.000      -0.308       0.526
      -0.167       1.000      -0.500       0.714      -0.304      -0.333       0.250       0.000       0.000      -0.600       0.200      -0.800      -0.143      -0.714      -0.171      -1.000      -0.556      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.651      -1.000      -1.000       0.754       0.607
       1.000      -0.857      -1.000       0.214       0.217      -0.111      -0.750      -0.750      -1.000      -0.200      -0.600      -0.800       0.429       0.429      -0.109      -0.562      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -1.000      -0.410      -1.000      -1.000      -0.654      -1.000       0.642       0.728
